waveform,action_id,action_label_en,action_label,metric,reference_estimate,n_replicates,finite_replicates,infinite_fraction,resampling_mean_finite,resampling_sd_finite,percentile_2_5_finite,percentile_50_finite,percentile_97_5_finite
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m40,0.979898080199,5000,5000,0,0.977482827578,0.00357575743277,0.969419916598,0.977940794492,0.983095432
body_configuration,5,backhand_drive,backhand drive,R_L2_m50,0.98273987137,5000,5000,0,0.981830035637,0.00266357434685,0.976018578533,0.982128268696,0.986168012781
body_configuration,5,backhand_drive,backhand drive,mean_pointwise_reliability_m50,0.98384897862,5000,5000,0,0.981888476318,0.00289687638121,0.975350416666,0.982264548987,0.986427804713
body_configuration,5,backhand_drive,backhand drive,required_n_R_L2_80,4,5000,5000,0,4.2094,0.61092248711,3,4,5
body_configuration,5,backhand_drive,backhand drive,required_m_pointwise_G80,4,5000,5000,0,4.0914,0.632080647694,3,4,5
body_configuration,5,backhand_drive,backhand drive,required_n_R_L2_90,8,5000,5000,0,8.8304,1.27826547811,7,9,12
body_configuration,5,backhand_drive,backhand drive,required_m_pointwise_G90,8,5000,5000,0,8.6912,1.3500396592,7,9,12
body_configuration,6,backhand_push,backhand push,integrated_sigma2_athlete,1.10118121085,5000,5000,0,1.06380954108,0.14724573215,0.786300233482,1.06157942021,1.35327022366
body_configuration,6,backhand_push,backhand push,integrated_sigma2_trial,0.425853694245,5000,5000,0,0.426677297222,0.0436936018664,0.347422522008,0.424213500475,0.51873744781
body_configuration,6,backhand_push,backhand push,boundary_nodes,0,5000,5000,0,0,0,0,0,0
body_configuration,6,backhand_push,backhand push,boundary_fraction,0,5000,5000,0,0,0,0,0,0
body_configuration,6,backhand_push,backhand push,R_L2_m1,0.721123798269,5000,5000,0,0.711214334133,0.0396638772017,0.627645858829,0.713914091035,0.780936181291
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m1,0.694126682988,5000,5000,0,0.676812275,0.0385822342884,0.597701948097,0.678703183111,0.745869800824
body_configuration,6,backhand_push,backhand push,R_L2_m2,0.837968540083,5000,5000,0,0.830604320528,0.0274181634596,0.771231475317,0.833080368222,0.876995132654
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m2,0.815405310475,5000,5000,0,0.800499443573,0.0288304748637,0.740032942682,0.802607412776,0.850588370821
body_configuration,6,backhand_push,backhand push,R_L2_m5,0.928207865406,5000,5000,0,0.924324102808,0.0137536255649,0.893933829106,0.925800983811,0.946877454026
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m5,0.915279822312,5000,5000,0,0.906140523512,0.0158888335015,0.872371243755,0.907630619519,0.932846159241
body_configuration,6,backhand_push,backhand push,R_L2_m10,0.96276742986,5000,5000,0,0.96062067936,0.00746754727366,0.943996897175,0.961471088231,0.972713975466
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m10,0.955396067426,5000,5000,0,0.949972811791,0.00905630118598,0.930594993975,0.95090969501,0.964938692411
body_configuration,6,backhand_push,backhand push,R_L2_m15,0.974866356525,5000,5000,0,0.973385013621,0.00512159291006,0.961954373733,0.973979883226,0.981642347861
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m15,0.969724315297,5000,5000,0,0.965878810084,0.00633275789776,0.952234686335,0.966562034409,0.976261713972
body_configuration,6,backhand_push,backhand push,R_L2_m20,0.981030574701,5000,5000,0,0.979900031739,0.00389674870225,0.971191773542,0.980357135009,0.986168281426
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m20,0.977084461423,5000,5000,0,0.974107005814,0.00486882464146,0.963553934053,0.974639743779,0.982054436396
body_configuration,6,backhand_push,backhand push,R_L2_m30,0.987273243381,5000,5000,0,0.986506189883,0.00263572336492,0.980608302218,0.986818448863,0.990736142595
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m30,0.984580824287,5000,5000,0,0.982530126584,0.00332966446244,0.975294783467,0.98289293741,0.987942558395
body_configuration,6,backhand_push,backhand push,R_L2_m40,0.990424466163,5000,5000,0,0.989844070033,0.00199124859993,0.98538537607,0.990081150191,0.993035978521
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m40,0.988381452956,5000,5000,0,0.986817721371,0.00252996814099,0.981313499817,0.987096000429,0.990920664738
body_configuration,6,backhand_push,backhand push,R_L2_m50,0.992324874246,5000,5000,0,0.991858081202,0.00160000227079,0.988274026717,0.99204914749,0.994421012378
body_configuration,6,backhand_push,backhand push,mean_pointwise_reliability_m50,0.990678938429,5000,5000,0,0.989415326831,0.00204003355138,0.984948147541,0.989643331637,0.99271898595
body_configuration,6,backhand_push,backhand push,required_n_R_L2_80,2,5000,5000,0,2.1298,0.348964633255,2,2,3
body_configuration,6,backhand_push,backhand push,required_m_pointwise_G80,2,5000,5000,0,2.4792,0.531435644993,2,2,3
body_configuration,6,backhand_push,backhand push,required_n_R_L2_90,4,5000,5000,0,4.201,0.791153704938,3,4,6
body_configuration,6,backhand_push,backhand push,required_m_pointwise_G90,5,5000,5000,0,5.1768,0.95442335721,4,5,7
racket,1,forehand_attack,forehand attack,integrated_sigma2_athlete,56.5353600142,5000,5000,0,54.4560744304,11.0625622947,33.9924524443,53.9289024391,77.2425158947
racket,1,forehand_attack,forehand attack,integrated_sigma2_trial,35.4279755316,5000,5000,0,35.3812561428,3.81976072591,28.1968725897,35.3251236867,42.9818712039
racket,1,forehand_attack,forehand attack,boundary_nodes,0,5000,5000,0,0,0,0,0,0
racket,1,forehand_attack,forehand attack,boundary_fraction,0,5000,5000,0,0,0,0,0,0
racket,1,forehand_attack,forehand attack,R_L2_m1,0.614759780935,5000,5000,0,0.601027628995,0.0599814160039,0.476317159174,0.603853359532,0.710277888913
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m1,0.605746743813,5000,5000,0,0.586373833735,0.0569282882674,0.474663098574,0.587621338465,0.69529511797
racket,1,forehand_attack,forehand attack,R_L2_m2,0.761425678535,5000,5000,0,0.749022051956,0.0476004677813,0.645277547482,0.753003204367,0.830599393837
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m2,0.750357810277,5000,5000,0,0.730816062823,0.0472063461573,0.634495335458,0.733415886212,0.81613237199
racket,1,forehand_attack,forehand attack,R_L2_m5,0.888627967108,5000,5000,0,0.880904295701,0.0270134925242,0.819747185905,0.884012097613,0.924573367138
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m5,0.880438874557,5000,5000,0,0.866725599228,0.0287127820524,0.805325016385,0.869367608077,0.915778486822
racket,1,forehand_attack,forehand attack,R_L2_m10,0.941030189729,5000,5000,0,0.936459742007,0.0154604819662,0.900946232485,0.938435691292,0.960808647698
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m10,0.935893742888,5000,5000,0,0.92725768732,0.0171411269911,0.889840236153,0.929217493856,0.955646972143
racket,1,forehand_attack,forehand attack,R_L2_m15,0.95989853455,5000,5000,0,0.956666318326,0.0108105199362,0.931709339157,0.958097222348,0.973526588871
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m15,0.956193633231,5000,5000,0,0.94992967199,0.0122054712931,0.923015306895,0.951417448392,0.969884333209
racket,1,forehand_attack,forehand attack,R_L2_m20,0.9696193235,5000,5000,0,0.967121098544,0.00830819526299,0.947892388527,0.968240210916,0.980012658376
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m20,0.9667271108,5000,5000,0,0.961818394695,0.00947597341909,0.940837365759,0.963015242079,0.977218407772
racket,1,forehand_attack,forehand attack,R_L2_m30,0.979539009422,5000,5000,0,0.977821948144,0.0056778474325,0.964647548388,0.978600256834,0.986585733743
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m30,0.977531144039,5000,5000,0,0.974107478482,0.00654759950728,0.959609437874,0.97496381182,0.984672855551
racket,1,forehand_attack,forehand attack,R_L2_m40,0.984575356193,5000,5000,0,0.983267568221,0.0043121593772,0.973249235,0.983863865341,0.989905447554
racket,1,forehand_attack,forehand attack,mean_pointwise_reliability_m40,0.983038361256,5000,5000,0,0.980410596349,0.00500200224186,0.969329683656,0.981074222234,0.988448443951
